Peoria IL,11.415,4.175,4.355,1.29,0.915,1.9975,2.2675,0.9875,4.0725,3.06,0.5275,1.17,1.4225,3.3875,4.3825,2.28,3.22,1.0625,2.455,1.7675,4.57,2.6625,2.5025,1.59,3.335,1.59,721.6,346392.75,3.8755851939,1222.1188367337,,106.4994436498,59.0654003875,165.5648440373,29.99,41.365,2.61525,115.035,97,79,8.16,294.915,3.9725,8.7425,3.6225,16.5,20.7475,2.2025,0.845,13.775,27.7625,27.4925,29.405,77.5,28.925,7.625,3.4375,2.075,47.5,7.85,8.5225
Quincy IL,10.2112456127,5.1955782422,4.8117601251,1.5419168599,0.9864638455,2.4124584419,2.1582210115,0.8838534072,3.9743038307,2.5648760918,0.5895814703,1.7108130809,1.4435459727,3.4502279789,4.3651087716,1.9932564176,3.3693824275,1.1367303033,2.3372225565,1.6163232195,5.1287429112,2.5995558228,2.6019344384,1.0563279346,3.6489075858,1.7577252696,635.8064745292,340685.860654906,3.9451091167,1211.8953332668,175.1446898789,,,175.1446898789,18.022908593,33.6299577233,2.4318938712,102.484824669,128.1116119625,73.0936581113,8.7549391396,292.1730595254,3.8125409101,9.1131741844,3.7670542562,9.7414945785,29.7397693998,2.0101647766,0.8894616358,11.1765236938,27.6460774369,26.1510307939,22.7722486037,50.9566448227,13.569915623,8.8538752474,2.5493520115,2.5128882726,48.881842342,8.310654109,7.1463032119
Rockford IL,10.315,4.635,4.095,1.4625,0.9125,2.305,1.845,1.03,3.85,2.045,0.4825,1.36,1.5275,3.4025,4.3975,1.9075,3.205,1.025,2.395,1.6125,4.6575,2.725,2.72,1.2375,3.9875,1.7,940.3225,225868,3.9312718832,802.2879115232,,95.1652950605,81.7594589192,176.9247539796,23.8625,42.34,2.63025,71.1675,115.5825,88.2325,9.6925,316.57,3.8175,8,3.8475,12.5175,30.0325,1.885,0.955,10.63,24.26,23.525,26.1625,77.4225,20.3666666667,10.28,3.97,2.43,40.515,8.155,7.0725
Springfield IL,11.3325,4.6375,4.37,1.51,1.085,2.3125,2.13,0.92,4.085,3.02,0.51,1.21,1.7275,3.275,4.215,2.3125,3.08,1.0675,2.3975,1.725,5.1975,3.03,2.3725,1.375,4.015,1.675,708.095,242576.75,3.8695,855.1323384518,,84.9027181929,59.2174341458,144.1201523388,17.12,38.455,2.55925,78.625,129,81.195,9.8375,311.8575,4.2475,9.415,3.525,12.5575,32.875,1.9825,0.965,11.1175,31.0075,24.795,29.27,36.1875,16.1275,10.2025,3.7875,2.2725,58.8625,7.7875,5.845
Bloomington IN,8.1158448613,3.6778933399,4.4240356522,1.1767260246,1.1060352207,1.7123724627,2.3225525605,0.9831627788,3.5559560591,2.7089702543,0.5596027515,1.1307097949,1.4842092395,3.3699901189,4.5491180406,1.9418838295,3.2987666282,1.4888149106,2.8087674582,1.7331658618,4.5017823549,2.9020495912,2.3476100196,1.2715058472,2.8111481911,1.5185082211,784.5688868389,241136.743463957,4.0300002378,867.0371226505,,87.2815553576,70.8273748785,158.1089302361,23.7725481441,34.7351676015,2.6223479622,75.0014255723,90.8270658461,84.9808620256,8.4209356811,332.5796401622,3.5409350933,8.1005992751,1.9990501253,12.8177560244,38.1931970032,2.0404687682,0.8794676849,12.0968229916,23.0366906838,16.2959852843,22.2544621416,75.2853050012,26.5359678744,10.3716824327,3.8240280172,2.0288483184,45.9115201307,8.6132264673,5.1015812629
Evansville IN,11.455,4.475,4.59,1.2325,0.895,1.7125,1.98,1.01,3.89,2.865,0.545,1.445,1.27,3.3625,4.2625,2.0925,3.165,1,2.4875,1.7525,5.22,2.6775,2.2975,1.195,3.315,1.51,714.4775,262024.5,3.9402094126,931.3912481542,,126.2362402458,57.5650750546,183.8013153004,29.5075,37.83,2.5085,109.6,91.1675,76.7025,8.83,305.83,3.885,9.62,4.385,15.17,35.0225,1.655,0.8375,13.81,19.9025,15.465,22.98,71.935,23.99,9.775,2.95,1.93,43.675,7.7175,6.5575
Fort Wayne-Allen County IN,11.71,4.0675,3.68,1.1125,0.8175,1.72,2.01,0.89,3.7875,3.2775,0.53,1.0025,1.3375,3.7375,4.88,2.205,2.9975,0.9975,2.57,1.6675,4.5625,2.7025,2.4025,1.005,3.0775,1.3225,575.3125,243619.5,3.6516666667,836.2233979647,,73.620706975,67.0221110953,140.6428180703,30.99,29.915,2.5835,93.7075,86.865,82.4575,8.175,308.6475,3.68,9,3.855,12.3125,22.3125,1.7375,0.825,10.4225,26.41,23.0725,33.49,65.5,19.825,9.26,3.365,2.73,40.965,8.315,6.2575
Indianapolis IN,10.31,4.115,4.075,1.1675,0.885,1.95,2.0075,0.9675,3.9275,2.8725,0.555,1.2525,1.36,3.5075,4.18,2.185,3.4225,1.1175,2.51,1.845,4.95,2.8475,2.2475,1.145,3.46,1.5225,946.75,236486.5,3.923926384,839.0595809616,,80.0980424919,77.6431146508,157.7411571426,25.68,30.88,2.56975,86.57,95.21,87.6,8.795,331.0475,3.7375,8.7425,2.945,18.0325,29.225,2.32,1.0075,12.795,35.4275,22.8825,30.63,55.6425,25.9975,10.565,4.2675,2.8925,54.7475,8.29,3.94
Indianapolis-Morgan County IN,10.725,4.4325,4.59,1.225,0.895,2.11,2.0925,0.9875,3.9425,2.8175,0.55,1.3275,1.305,3.465,4.13,2.57,3.515,1.115,2.6875,1.84,4.62,2.5325,2.4875,1.215,3.02,1.495,660.625,236289,4.001676541,846.2475430875,,99.380480076,62.9755382168,162.3560182928,26.65,25.5325,2.53725,105,93.55,88,8.34,308.87,3.79,9.9925,3.79,11.75,25.5,2.4025,0.8975,12.075,22.825,12.92,15.94,90,26,8.5,3.5,2.0225,34.985,8.0575,7.0425
Lafayette IN,11.715,4.2075,3.6375,1.515,1.1675,2.2075,1.865,0.9,4.01,3.2175,0.615,1.2175,1.4,3.37,5.695,2.145,3.16,1.025,1.7275,1.7,4.635,3.0525,2.3775,1.7825,3.4225,1.4225,658.5,220910.5,4.13125,803.634553904,,85.4035579511,84.3840744993,169.7876324503,28.7075,32.71,2.57025,86.8975,88.2925,93.5425,10.025,291.815,3.3975,11.62,2.86,12.5425,26.375,2.695,0.955,12.71,20.075,15.95,26.035,70.33,19.375,9.4375,2.73,2.4325,68.7075,8.1,7.12
Richmond IN,11.1075,4.1225,4.18,1.1525,0.8275,1.945,2.1325,0.8975,3.6725,2.72,0.545,1.065,1.2475,3.185,4.2575,2.2125,3.185,1.04,2.565,1.81,4.7225,3.005,2.12,1.065,3.255,1.395,547.0825,243683.25,3.9583333333,868.6231449844,,81.2089631918,71.2256424132,152.434605605,20.065,29.5,2.55525,57.3325,68.75,71.355,8.42,322.27,3.74,7.9925,3.72,12,20.7925,1.9175,0.8575,11.5,20.2825,23.2025,22.74,47.25,18,8.83,3.5,2.135,29.5,7.7775,7.7675
South Bend IN,11.0875,4.325,3.6125,1.4225,1.17,1.935,1.9625,0.9125,3.625,2.99,0.5425,1.145,1.6125,3.785,4.2775,2.0925,3.23,1.0225,2.625,1.665,4.9675,2.835,2.1725,1.1775,3.14,1.3825,800.7275,267738,4.0466492443,966.4853404956,,73.91019265,67.1456109132,141.0558035632,24.4925,30.865,2.731,103.645,106.3875,83.175,8.3775,276.76,3.855,8.7425,1.99,16.8825,30.4575,2.3325,0.92,10.58,20.5,16.965,21.2525,74.6575,15.60625,8.135,3.185,2.23,58.725,8.3675,7.27
Terre Haute IN,12.5546885339,5.0811556015,4.3017798363,1.1350806438,1.0139850025,2.0579054493,2.219483104,1.1880158862,3.6476171713,3.2737584951,0.6478651265,1.0563601122,1.5143018506,3.8306101334,4.5782928637,2.2383756264,3.2680861207,1.1479871717,2.6674099413,1.4238061291,4.721488131,2.6989887099,2.5612067995,1.0746703889,2.8482222246,1.320865893,895.7604887853,264499.347955572,3.9653405323,942.8124993539,,77.3323170752,78.2773846652,155.6097017404,29.7245951638,37.5888221663,2.3417480396,123.6657749309,102.177377968,115.8746352055,9.0901772293,271.7288027924,2.9291122203,9.0329893935,5.5386430428,10.3278879108,27.865176486,3.2222024827,0.7809351965,11.3946779986,28.9909063712,23.9141550409,45.3136546507,91.7605152731,18.2414347535,10.2702637833,3.1532661338,3.3427597234,46.3422671957,8.0132488798,7.1875626318
Ames IA,9.46,3.81,4.1225,1.48,0.86,2.13,1.87,0.9375,3.835,2.445,0.535,1.455,1.405,3.095,4.16,1.8825,3.07,0.92,2.26,1.745,4.9275,2.77,2.1175,1.11,3.355,1.61,954.3125,315597.5,3.70375,1089.5451231526,,78.8936351,77.1431855286,156.0368206287,22.4,42.1875,2.6225,84.625,107.5,80.25,9.2875,301.0775,4.14,7.9925,3.485,16.5825,29.5,2.0175,0.9475,11.24,19.865,13.7725,23.345,61.23,25,8.825,4.99,2.08,37.4425,8.2025,4.7875
Burlington IA,9.97,4.315,4.0275,1.5,0.8925,2.17,1.9325,0.9075,3.97,2.155,0.5525,1.3775,1.5825,2.9125,4.4175,2.0825,3.2675,0.9525,2.4725,1.62,5.12,2.805,2.2775,1.135,2.7025,1.59,605.2075,254450,3.899511897,900.2996803206,,113.2801262042,73.7497539783,187.0298801826,26.0225,31.305,2.57175,74.75,114.5,69,10.3925,284.22,3.665,9.25,3.83,10,25.625,1.975,0.9025,12.12,22.92,26.5175,28.2,60,12.25,8.25,4,2.275,47.1875,8.04,6.1925
Cedar Rapids IA,9.29,4.43,3.8225,1.6975,1.0375,2.32,2.0675,0.985,3.7825,2.7,0.565,1.6275,1.4825,3.51,3.965,2.005,2.85,0.9675,1.9575,1.7025,5.165,2.6975,2.29,1.0475,3.1,1.605,771.825,266463.25,4.03975,958.6281852772,,119.5106329514,67.578937622,187.0895705734,29.2475,36.0175,2.52375,125.7925,130.52,73.175,8.4775,302.4275,4.115,8.1225,4.1075,15.39,35.8625,2.4675,1.0325,12.17,22.0975,15.285,23.5325,63.385,22.98625,10.0025,3.61,2.675,48.8825,7.865,9.37
Davenport-Moline-Rock Is IA-IL,10.135,4.65,4.63,1.5275,0.915,2.3575,1.9675,0.915,4.185,2.72,0.525,1.53,1.385,3.2025,4.7175,2.21,3.1675,1.0375,2.4325,1.825,4.8175,2.9275,2.3225,1.14,3.495,1.6075,766.535,334158,4.0210625,1199.9341383,,78.3547016205,67.6070884561,145.9617900766,32.16,44.0625,2.6445,97.25,115.1675,74.83,9.3125,295.2625,3.8,9.035,3.18,13.9075,27.0625,2.3375,1.01,12.835,35.56,25.2875,35.82,69.13,26,9.905,3.0675,2.4375,43.655,8.305,6.64
Des Moines IA,9.4675,3.875,4.335,1.6225,0.9025,1.9475,2.0675,0.92,3.8525,2.2625,0.5475,1.3575,1.44,3.1825,4.25,1.8375,3.26,0.93,2.4125,1.755,4.95,2.9525,2.2475,1.2,3.165,1.54,648.1,286289.25,3.760625,995.4915809247,,77.108050918,68.3596154735,145.4676663915,29.3,38.4925,2.51925,93.5775,121.75,76.3175,8.6925,276.225,4.03,8.43,4.0075,13.265,27.355,1.92,0.98,11.7725,17.8725,12.5775,18.8825,75.15,25,8.7975,4.3625,2.26,35.8175,8.35,6.91
Dubuque IA,8.9910384344,5.1000329759,4.3096152864,1.5803731008,0.9194632908,2.2695038282,2.0595906401,1.1664375451,3.8503103791,2.5835358841,0.5221843326,1.4324133686,1.7066912309,3.6896800384,4.5194051433,2.1975624085,2.8210621502,0.9493988625,2.2045224026,1.7475055455,5.1484541576,2.6469217288,2.6582173296,1.5026441254,2.8438245973,1.7648028929,586.6084426742,229276.524045227,3.7685020679,798.3602997446,,107.2603036226,80.1273966643,187.3877002869,34.8046296696,32.5931828927,2.6466546516,61.8125524939,117.9475672511,75.5111903793,9.2522919569,297.4492711415,3.2807637983,8.3496268053,5.0053662175,12.1321017057,34.1306877213,2.5206260827,0.8451072558,10.3317540899,19.6369858571,24.7595315316,27.4074039379,78.1928512365,21.9642295492,9.5565806881,2.7417023715,4.3224106485,48.3892548019,8.4098803611,8.4208046576
Mason City IA,10.5325,4.5575,4.2425,1.9575,1.0375,2.17,2.075,0.9125,3.7775,2.67,0.5925,1.4225,1.43,3.705,4.015,2.17,3.2975,0.925,1.73,1.9125,5.23,2.895,2.375,1.0875,2.4125,1.4075,558.75,231159.5,4.0141260663,829.312629707,,111.4435621645,74.9128434677,186.3564056322,20.0725,28.025,2.49025,84.6675,106.875,78.25,9.3225,265.145,3.54,8.7425,3.85,17.5625,21.245,1.875,0.95,11.105,28.7225,21.99,30.07,69.1675,25,8.25,2.625,2.5775,46.63,7.9075,6.22
Waterloo-Cedar Falls IA,10.5425,4.035,3.8675,1.5125,0.9575,2.055,2.0175,0.92,3.4775,2.44,0.5725,1.4225,1.885,3.1525,5.18,2.13,2.7275,0.8775,1.89,1.45,4.4625,2.6325,2.0075,1.06,3.35,1.7275,772.5,300261.75,3.9678125,1071.1060246183,,78.9613245343,68.7491323847,147.7104569191,20.0775,33.7175,2.83175,122.145,99.3125,86.6675,10.4825,297.45,3.955,8.1225,4.8825,13.5,23.5,2.43,1.01,9.5475,22.6375,17.445,25.7425,57.5,25,9.5,3.345,2.27,33.9575,8.1575,6.8825
Dodge City KS,10.5175,3.7475,4.1225,1.1575,1.06,2.0125,2.09,1.11,3.69,2.395,0.5375,1.075,1.1825,3.475,4.285,2.1325,3.6125,1.1125,2.545,1.8375,5.825,2.63,2.355,1.14,2.8975,1.4925,700,286227.75,4.0013460511,1025.0692462727,,83.2583961593,63.2566426771,146.5150388364,34.71,30.0475,2.569,104,91.25,85.7075,9.3325,297.5625,4.165,8.6175,5.99,13.75,33.075,2.035,0.8925,9.35,25.495,19.9675,30.495,64.975,14.770625,9.25,3.5,1.97,43.1625,8.1225,9.035
Hutchinson KS,11.72,4.175,3.8825,1.0925,0.9375,1.785,1.9325,0.99,3.59,2.965,0.57,0.99,1.3375,3.2525,4.53,2.16,3.4025,1,2.6525,1.9225,4.7575,2.53,2.2,0.99,2.745,1.5825,664.2925,259577.5,3.949375,923.9606575983,,93.8457706495,67.5854490966,161.4312197461,25.42,34.1,2.5095,133.0425,116,84.0425,8.67,303.2775,3.74,8.175,3.235,14.9875,24.8,2.795,0.915,12.115,33.6875,19.365,34.62,57.21,17.3322916667,9.625,4.5775,3.2025,42.01,8.1175,6.96
Manhattan KS,10.34,4.4375,3.89,1.585,0.91,2.1425,1.97,0.9625,3.8225,2.67,0.55,1.125,1.1025,3.4725,4.67,2.3275,3.17,1.3,2.415,1.79,5.105,2.5175,2.41,1.0825,3.0725,1.4575,823.15,285415.5,3.85,1003.5357283293,,99.7675588294,69.2759405035,169.0434993329,21.2275,32.295,2.47675,136.5,92.1875,80.96,8.9525,319.85,4.315,9.25,3.7325,13.1475,30.425,2.2125,1.1225,13.12,29.785,24.3225,33.5775,32.125,27.2247916667,10.375,3.3725,2.515,40.22,8.04,7.905
Salina KS,12.3276392804,4.0299168167,3.5085783713,1.6214317428,1.0506183628,2.0620793701,1.9784626075,0.9924551633,3.6883030251,2.6956390392,0.5571581608,1.0557905088,1.492889923,3.2089914172,4.3678898925,2.3741622794,3.18798211,1.0087933332,2.7196344333,1.8114966759,5.3125159848,2.3961756825,2.215148338,0.9815202578,2.88272152,1.3724944863,553.6742687638,251408.427503796,3.9545861441,895.9643693322,,100.89900279,76.2636450592,177.1626478491,27.3456113645,38.9031996269,2.477464296,131.3024590758,109.8296661419,82.3950795782,8.235065817,321.9155289139,3.7217555771,9.4628040447,2.1361200772,12.0669830837,29.601910415,1.985189678,0.97581037,12.015971522,22.3290750358,23.7294031904,27.557194353,59.7123531719,17.1431894683,5.990441562,3.2393618826,2.4046305646,37.6017532062,8.5430416066,9.3615646155
Topeka KS,10.9975,4.24,4.4425,1.7975,1.175,1.935,1.915,1.005,3.96,2.6025,0.6075,1.155,1.39,3.5975,4.8625,2.0675,3.295,1.1075,2.6375,1.845,4.9125,2.775,2.3825,1.31,3.29,1.61,794.3875,239483,3.9415,851.9959271741,,84.563020016,68.6263316583,153.1893516743,25.2575,33.425,2.4475,123.975,84.3525,80.6625,8.815,308.1375,4.035,8.83,4.76,14.8625,28.425,2.325,0.9275,10.9375,29.455,20.155,26.905,52.675,25.2627083333,10.27,5.29,2.55,40.15,8.4775,9.625
Wichita KS,10.5723126199,4.321052443,4.1996916653,1.3901968455,0.9285156726,1.9806788079,2.1042442186,0.9631673262,4.0047560511,2.6965718311,0.5772190078,1.2215271361,1.4245029847,3.4223139402,4.0074234103,2.2407885722,3.3839528011,0.9906944057,2.5938687766,1.7103143749,4.7977459817,2.6195296109,2.2839014491,1.0881803766,3.0671655454,1.6157074274,706.9234482761,225335.626623751,4.0443425129,811.2814975538,,94.9644169563,73.827987023,168.7924039794,38.2836512939,36.5949170025,2.513226973,138.929977478,101.9263304745,78.005544833,8.418297186,314.7287891404,3.7634806124,8.1026137482,3.6274224708,14.5661544343,41.2748201911,2.0552954911,1.0572987101,13.0261161231,46.6390534566,21.604390848,43.0455420209,60.1367688153,21.8529927142,9.0890669331,3.683805304,2.5109850311,45.0668119231,8.2933288427,7.6552592068
Bowling Green KY,11.9975,4.5075,3.73,1.27,1.02,2.4675,1.985,0.955,3.305,3.1475,0.57,1.025,1.76,3.7675,4.5275,2.08,3.0725,0.9725,1.7575,1.8075,5,2.7425,2.3175,1.0925,2.7175,1.585,624.075,262671.5,3.9491666667,934.7459227343,,87.9529512592,110.2349090649,198.1878603241,26.2275,35.1675,2.463,84.75,92.585,85,8.1225,302.9775,3.815,8.1175,3.1525,14.4575,27.4175,2.66,0.87,10.6325,20.45,19.0375,22.66,75.835,17.7266666667,9.62,4,2.555,47.5425,8.61,7.24
Covington KY,10.9267088595,4.1366253764,3.8731911405,1.2659275797,1.0717474404,2.2611774951,1.9981900836,0.8911737754,3.7702737414,2.41515827,0.5371456795,1.040988009,1.337434213,3.3946436032,3.7555289896,2.2633361602,3.3313107183,1.04468266,2.4099583913,1.7204521722,5.0005721772,2.6239307791,2.4396121227,1.0160275784,2.8392092489,1.5668338869,724.8062592636,223516.825736158,3.8560543779,787.0685098999,,63.9568367039,80.5012320352,144.4580687391,29.9126513791,38.6953595451,2.6041196793,101.8534119901,93.0012385861,101.7342416091,8.2867489617,308.2081772406,3.7937518429,8.9727027509,3.6588422117,10.8293778753,32.189719004,2.777303773,0.8152160169,10.9192540899,21.3597049627,22.8892910585,23.1207351703,51.1400073692,24.9593517604,10.1451383714,4.2525384707,2.1014724344,48.3848983732,8.4370769327,7.0954252959
Lexington KY,11.205,4.7475,3.93,1.21,0.99,2.1025,2.03,0.9375,3.74,2.9825,0.6575,1.065,1.5325,3.5325,4.2275,2.0975,3.2225,0.9875,2.2425,1.73,5.295,2.6725,2.225,1.405,3.16,1.61,869.865,219366,3.8989916766,776.1721622834,,72.03127415,69.681184092,141.712458242,23.5075,32.0225,2.63575,75.0475,95.3925,83.4225,8.275,315.77,3.6325,8.895,3.9825,14.4,39.95,2.2075,0.8375,11.265,41.85,27.3575,43.49,55.73,23.2391666667,8.5175,4.5,2.2825,48.8,8.4,8.4325
Louisville KY,9.905,3.91,3.635,1.18,0.8825,2.0125,1.855,1.25,3.6075,2.86,0.5725,1.155,1.64,3.45,4.49,2.4225,3.23,0.96,2.18,1.785,4.87,2.98,2.4025,1.1375,2.6875,1.45,836.125,240015,3.96625,855.9751546286,,60.796090256,70.32758651,131.123676766,30.22,37.7,2.771,82.55,88.6,88.075,8.495,244.85,3.665,10,3.715,12.725,34.5325,2.25,0.93,11.35,30.85,22.69,31.35,68.9325,24.61,9.25,4.1975,2.485,46.675,8.76,8.425
Paducah KY,10.374789086,4.1985589633,3.9269529946,1.1260050753,0.9266781579,2.3840765779,2.1801318847,1.1321268362,3.8846578797,2.6417263118,0.5196311264,1.3666840129,1.5655357732,3.4301685139,4.4366679318,1.8288641357,2.9860395166,1.1870281044,2.7677635537,1.8694822779,4.5017823549,2.2970620543,2.5628076048,1.1541360767,3.2765700771,1.5185082211,621.5415856776,282402.761278024,3.8841908475,996.8236370341,,120.4369485924,104.8385283841,225.2754769765,25.1395953101,23.93568822,2.5874440252,54.6585731568,85.2043895433,82.1481666248,8.6132407027,293.2128583065,3.8125409101,8.090473526,3.1944620093,12.6024177232,23.2520183356,2.0303674377,0.9094495377,13.569301868,36.8750940247,22.7063509777,29.3170694848,80.3257455334,20.5823853385,9.1068431116,4.3338984195,2.2451214894,29.806001428,8.6132264673,9.1910251609
Alexandria LA,9.9525,4.405,3.7725,1.2125,1.1,2.74,2.0725,1.0225,3.685,3.5675,0.6225,1.4575,1.505,3.6225,4.1925,2.4125,3.3975,1.0875,2.585,2.065,4.8775,3.2,2.38,1.745,2.84,1.495,959.75,272191.25,3.9608315966,969.9531014289,166.5992568245,,,166.5992568245,18.8475,40.375,2.49475,89.25,109.9175,92.5,9.7275,267.5225,3.79,14.3675,3.0875,10.6675,27.4575,2.775,0.9825,11.9925,28.2425,23.7425,26.8,79.1675,20,9.25,4.25,3.5025,70.625,9.355,10.6975
Baton Rouge LA,10.4100659775,4.4596729157,4.0104042461,1.4455912779,1.1042766094,2.7164093655,2.3380025551,1.0689639221,3.9127004661,3.5453264418,0.5596585639,1.3751999394,1.7480083355,3.5421861109,4.2183856434,2.1804823067,3.3380755358,1.1353448544,2.2857871014,1.8108987988,4.8924234026,3.0803149431,2.8864147261,1.4036350884,3.1758087318,1.6977542249,856.1446491837,272676.592290809,3.9506832853,971.2883595627,134.7484424671,,,134.7484424671,23.9341147821,30.2099325674,2.3363756759,140.2023791074,111.7027554479,87.5944846448,9.5244879561,281.2773627282,3.8438535189,7.9771268053,3.418627563,17.8200526576,40.9995784486,3.144400525,1.9287190464,11.9933644088,22.2115553526,18.3875556007,25.2703782978,77.3335618504,16.7105654936,9.3526807602,3.920702281,2.1314724344,48.2117548563,7.8815142065,8.40034894
Hammond LA,10.71,4.4875,4.2525,1.1875,0.88,2.605,2.2775,1.0275,3.855,2.99,0.6225,1.6325,1.5525,3.5725,3.9225,2.1725,3.585,1.0575,2.6825,1.7825,4.715,2.7575,2.4525,1.3025,3.1225,1.55,753,227630.25,4.0931536919,824.2993306121,,105.7260414021,46.9916380089,152.717679411,29.6225,33.0725,2.464,97.335,93.2425,83.7775,10.425,316.3,4.085,8.2425,3.1775,14.375,36.2425,2.295,1.0125,9.97,30.87,27.49,31.1175,82.75,16.95,10.1875,3.95,2.0525,36.2075,7.965,7.655
Houma-Terrebonne Parish LA,11.8206774071,4.0196807213,4.5817834376,1.1678667991,0.8259311292,2.709601554,2.0420696096,0.9932303512,3.725186804,3.7325291847,0.6072687109,1.5385947055,1.5288277855,3.5893909868,4.0784655609,2.0923143479,3.0250726695,0.996619788,2.2749295634,1.7577775585,5.1278401297,2.6290177005,2.2979889098,1.3865426697,2.8648477154,1.6190507291,1074.5281898367,288918.789153093,4.3528492842,1077.7926483616,,122.5208677768,25.8618958208,148.3827635976,24.4077147748,35.9428915095,2.4181891371,89.4758863294,85.4204214784,72.1221899704,11.870102408,260.9582868837,3.8755015593,8.4708945581,3.216837782,17.1954239722,31.4794804304,2.1722238805,0.9549431479,11.8521229771,26.9039420829,22.5953843293,23.3852415459,67.2175740476,16.0182524539,10.3522659873,4.2531870983,2.5233778915,48.0873845611,7.7820946311,7.9724501537
Thibodaux-Lafourche Parish LA,11.655158006,4.6484129646,4.4552586991,1.1313798947,0.8158971654,2.4281526165,2.2615723923,0.9932303512,3.8000036156,3.861941071,0.6072687109,1.5637386753,1.7210578819,3.5893909868,4.0735421089,2.0923143479,3.3516896616,0.996619788,2.1686490536,1.8375187175,5.770268161,2.6316178888,2.4136582469,1.121674534,2.8648477154,1.5639284701,1019.0492692613,241471.544997255,4.3559161881,899.6036110724,,105.9363112328,35.5766891981,141.5130004309,24.8548702644,37.7227033076,2.5098236277,108.6110892397,86.6243457859,94.8489968614,11.9347503718,333.8818419387,3.9507586382,8.4708945581,3.0358906568,17.4611249724,29.9900439197,2.4656932282,0.9798617568,11.0686304569,25.0654918879,24.9087898364,24.3423251807,64.7214139319,13.6862771161,10.3522659873,4.2531870983,2.5233778915,48.0873845611,7.7870694856,10.7331688219
Lafayette LA,10.365,4.25,4.275,1.2325,0.9475,2.6325,2.2375,1.0025,3.7775,2.9125,0.5775,1.5625,1.5375,3.5375,4.065,2.1075,3.38,1.015,2.525,1.835,5.095,2.9175,2.4325,1.25,3.3,1.5975,986.6775,249982.5,3.981130518,893.5754626032,,92.0285079167,50.2365260267,142.2650339434,29.4825,44.8525,2.448,77.6125,72.625,76.7,9.4675,288.835,3.5,8.76,3.6075,16,36.7,2.285,0.98,11.2075,23.6775,19.2625,23.4475,73.23,20,9.2075,5.1875,2.5975,41.875,8.095,7.5375
Lake Charles LA,10.96,4.625,3.8125,1.35,0.94,2.6025,2.2425,1.09,3.7825,2.8625,0.6,1.365,1.3175,3.5675,3.9925,2.2475,3.265,1.1775,2.6025,1.9675,5.285,2.9075,2.6625,1.3575,3.3225,1.6125,1007.7225,288696.25,4.0262572584,1037.2071689729,125.1019870477,,,125.1019870477,34.995,41.6525,2.4925,97.43,83.605,79.385,10.07,316.8875,3.84,8.3375,2.79,14.66,32.45,2.0925,0.9675,10.5375,26.2525,24.6425,30.15,75.185,13.5,7.5975,4,1.895,42.785,8.075,7.26
Monroe LA,9.445,3.5125,3.9725,1.13,0.82,2.5025,2.25,0.9725,4.0025,3.1125,0.58,1.555,1.4925,3.515,3.665,1.98,3.425,0.9775,2.6675,1.82,4.9075,2.59,2.4025,1.18,2.85,1.53,753.545,295856,4.1486073888,1078.0083579837,,77.7698755031,48.8189200918,126.5887955949,28.71,27,2.4435,81.4875,80.675,83.8575,9.29,303.365,3.69,8.6425,4.29,14.235,28.0875,2.15,0.9425,13.28,24.8675,22.0125,26.1,68.585,18,7.4475,4.59,2.9375,44.1375,7.5825,7.1625
New Orleans LA,10.84,4.075,4.4675,1.1325,0.98,2.555,2.3925,0.985,3.9075,3.2575,0.62,1.63,1.5875,3.7475,3.815,2.0025,3.5775,1.0875,2.565,1.9,5.235,2.855,2.53,1.3675,3.6,1.62,977.3875,294265.25,4.0329911806,1059.1337262853,,90.4002227042,38.7885057117,129.1887284159,28.0075,35.9525,2.4615,74.835,80.175,94.375,10.775,331.88,3.67,8.6575,1.4575,13.8325,37,2.4925,0.9825,12.275,19.4075,19.8975,22.22,86.9175,16.95,10.56,6.78,2.575,53.25,7.86,8.4275
Slidell-St. Tammany Parish LA,11.92,4.16,4.385,1.175,0.8775,2.5025,2.3925,0.975,3.86,3.0425,0.625,1.5975,1.595,3.6425,3.94,1.9925,3.4625,1.035,2.5625,1.81,4.9325,2.7175,2.4325,1.325,3.125,1.555,1024.5,266618.25,4.0898133596,965.0825060296,174.0316382373,,,174.0316382373,29.6225,41.355,2.46375,80.47,91.615,79.9625,10.595,314.56,3.9425,8.2425,3.28,14.7375,40.7925,2.18,0.985,11.155,28.265,25.4725,31.8225,84.7725,18.95,10.19,4.2225,2.065,45.25,7.8825,7.22
Shreveport-Bossier City LA,9.87,4.3325,4.28,1.125,1.0075,2.6175,1.8925,1.025,3.855,2.9225,0.555,1.245,1.65,3.74,3.925,1.9775,3.0375,0.9725,2.715,1.865,4.6375,2.8575,2.46,1.185,2.815,1.27,727.045,272485,3.908407702,964.8148834726,138.647111,,,138.647111,24.335,33.7325,2.387,72.5025,93.1875,79.305,9.235,247.765,3.4925,10.5425,2.99,11.71,34.545,2.09,0.915,9.93,25.79,21.945,25.8425,65.345,17.0833333333,9.5,4.8675,1.9075,47.45,7.77,7.6725
